,clean_tweet,label
3269,الحكومة البرازيلية توقع اتفاقية مع استرازينيكا لنقل التكنلوجيا و تصنيع تطعيم AZD تطعيم أوكسفورد الاتفاقية ضمنت للبرازيل حق تصنيعمليون جرعة، و مستقبل صناعة دوائية متوقع بداية تصنيع التطعيم في ديسمبر ,Pro-vaccine
3273, س : انا ماراح آخذ اللقاح اصلاً هو مؤامرة نننننننن مطارات الدول وشركات الطيران : ماراح تسافر الا بالتطعيم س: شلون احط موعد ,Pro-vaccine
3287, الكويت اللقاح ضد الكورونا يقوي Tcell والجهاز المناعي وجد العلماء أن مرضى الكورونا من النساء لديهم جهاز مناعي غني بال Tcell لذلك المضاعفات والوفيّات أقل لديهن أجد شخصيّاً أن الرجال يجب أن تكون لهم الأوليّة في إعطائهم اللقاحيعني إذا كانت كميته محدودة فالرجال أولى رأىفريدة,Pro-vaccine
3291,لقاحات كورونا نهاية العام وتوزيعها بداية • التوزيع العادل بنسبة من عدد سكان كل دولة ,Pro-vaccine
3296, خلتسوي طبعاً معزوم، بس يبب لنا اللقاح اللي خاشينه,Pro-vaccine
3301,اللقاح اخرجه كبلز اصولهم تركيه، يعني تبع اردوغان يعني لقاح اخوجني يتلاعبوووون بمخوووخنا واضحه الماسونيه شلون بلشت الجائحة وبتنهيها ,Anti-vaccine
3335, ما هو أسوأ من الزهايمر والتوحد والشلل والعقم والسرطان خصوصا اذا كانت نسبه التعافي من كورونا ٪ ابحث عن مكونات اللقاح الذي يعطى للطفل في نفس يوم ولادته ابحث وستجد العجائب,Anti-vaccine
3345, الكويت في نهاية اكتوبر سينتج مليون لقاح ومع نهاية السنة سينتج الى مليون لقاح حسب التقارير العلمية الأمريكية Eric Rubin lindreyBaden NEJM ,Pro-vaccine
3371, كم عدد المرضي الي يحتاجون عنابة حين اصابتهم بالانفلونزا يجب توفير اللقاح لكبار السن ومرضي الربو والامراض المزمنة اولا ثم باقي الكويتيين والوافدين يجب توفيره بمبالغ مالية او بالتامين وليس مجاني هذا الصح,Pro-vaccine
3376,ألم يأتي اللقاح بعد ,Pro-vaccine
3382,السؤال الي يسدح نفسه: اذا وصل اللقاح، منو بياخذه قبل غيره الأولوية بالحصول عليه، هل بتسبب مشاكل ليش فلانه قبل فلان الواسطة والمحسوبية هل بتلعب دور الى ذلك الوقت، اخليكم تسرحون وتمرحون بالاجابات المحتملة في اذهانكم او تقدر تشارك برايك هني بتويتر تحت هالتغريدة,Pro-vaccine
3408,اكو فايروس يبي يودع فايروس قاله الى اللقاح ههه,Pro-vaccine
3411,معاناه مجربي لقاح موديرنا ,Anti-vaccine
3415,الحكومة الاسترالية تعلن الاتفاق مع استرازينيكا لتوفير تطعيم AZD تطعيم جامعة أوكسفورد لمليون أسترالي كل الشعب الأسترالي ستوفرها لهم الحكومة بالمجان، في حال نجاح التجارب الإكلينيكية واعتماد التطعيم ,Pro-vaccine
3434,الدول المتقدمة دايماً تعطي حلول صحية اقتصادية يراعون كل الجوانب مو يركزون على جانب واحد بس احنا العكس طبعاً مركزين على القطاع الصحي بس واهملنا باقي القطاعات موقعين عقود عشان ال Vaccine وبنفس الوقت نبي نرد الحظر الجزئي يعني اطعمك و اسويلك حظر احد يفهمني ليش ,Pro-vaccine
3467, السلام عليكم لماذا تأخر توفير تطعيم الانفلونزا في المستوصفات لغاية الآن نرجو منكم توفير التطعيمات الخاصة بالانفلونزا بأسرع وقت وشكرا,Pro-vaccine
3480,أي لقاح سوف تأخذ لو توفر جميعهم لك ,Anti-vaccine
3488,معاهدة بين تسع شركات على ألا يُقدّم طلب إعتماد/إجازة بند الطوارئ إلا بعد إتمام المتطلبات اللازمة:أمان+ فاعلية خطوة للرد على هراء تسييس تطعيمات الشركات هي ,Pro-vaccine
3497,مبروك مستوصف الشهداء نزلوا اللقاح والجمعية حطوا لينك حق اللي ماله خلق اهما يطرشونله المستوصف,Pro-vaccine
3500,ولسه لما مصر بإذن الواحد الأحد تكتشف اللقاح وبرده مش حنتنطط على حد 🥴 ,Pro-vaccine
3505, اللقاح الشهر القادم صور الشاشه,Pro-vaccine
3539,كنت انتظر التأكيد بجدوى اللقاح من شخصية صادقة بعد ان تلقاها سمو الشيخ محمد بن راشد أصبحت مطمئنة ,Pro-vaccine
3573, خوش خبرية والمهم ان الروس اعلنوا بتطوير لقاح ضد كورونا قبل امريكا وسيتم توفيره تجاريا في أكتوبر ,Pro-vaccine
3606, شوف الفيديو وترجم كلامه يقول ان للحين مافي تطعيم تم اعتماده وان لازم نام على الاجراءات الاحترازية وان التطعيم بروحه مايسوي شي,Anti-vaccine
3610,يا رب يلقون اللقاح قبل عيد ميلادي ,Pro-vaccine
3647,الحكومة الكنديةتبرم إتفاقية مع نوفافاكس لتوفيرمليون جرعة تطعيم NVX CoV متوقع بداية من الربع الثاني من أبريل يونيو في حال نجاح واعتماد التطعيم تطعيمNVX CoVفي التجارب الإكلينيكية المرحلة الثانية في ,Pro-vaccine
3657,شركة موديرنا الأمريكية تقول في نتائج مبدئية بأن تطعيمها المضاد للكورونا فعال بنسبة ٪ ,Pro-vaccine
3674,صحيفة الوطن/ عاجل الرئيس الروسي فلاديمير بوتين يعلن تسجيل أول لقاح في العالم مضاد لفيروس كورونا عبر تطبيق نبض ,Pro-vaccine
3698,اختلاف الثقافه رزقني الله بمولود لماكنت ادرس في بريطانيا وكذلك زميلي الامريكي انجبت له زوجته مولود اخبرتني الدكتوره انه يوجد تطعيم اسمه Kوهو يعطي لمنع تخثر الدم في المستقبل فاجبت اوكي مافي مانع حسب ما تعودنا في الكويت أصلاً ياخذ التطعيم بعد الولاده دون السؤال اما الامريكي رفض ,Anti-vaccine
3740,توقف التجارب الإكلينيكية للدواء و التطعيم إجراء احترازي لظهور أعراض مرضية لمشاركَين هذه الأمور لاعلاقة لها بذكاء و دهاء و خبث الفيروس هي ببساطة ناتج عاملين ⃣جسم المشارك و جيناته قد يضاف إليه ⃣الدواء/التطعيم هناك عشرات التجارب لأدوية و تطعيمات ضد الفيروس، لم تتوقف ,Pro-vaccine
3744, حاولت شهر أكتوبر الماضي قالولي بس نعطي الاطفال وكبار السن ما في كفاية الأطفال ياخذونها على جرعتين، أطفالي خذوا أول جرعة، على موعد الجرعة الثانية قالولي ما في خلصت الكمية ,Pro-vaccine
3746, بس اقول حمدالله وشكر الناس جربت اللقاح وصار عندهم وانتو للحين تفكرون بالحظر شوفو الامارات والسعوديه الاقتصاد نزل ومعاشات مافي مساكين هالاوادم الاغلب هالوافدين يكسرون الخاطر يوم صار حظر ماقامو يعطونهم معاش عيب عليكم سوو حلول مو حطر ييبو نفس لقاح,Pro-vaccine
3767, اللقاح الروسي لم يصدقه الا من يتبعون تصريحات الصحف و من ينشرون اخبار الصحف و لعلي من ضمن الاشخاص الذين بينوا منذ البداية عدم صحة ادعاءات الحكومة الروسية اما التطعيمات المتاحة فنتائجها موثقة و منشورة علميا و خاضعة لفحص دول مختلفة من ضمنها,Pro-vaccine
3809,الموقع الرسمي لشركة ساينوفارم يذكر على لسان رئيس الشركة بأن تطعيم Sinopharm من المتوقع أن يُتاح مع نهاية ديسمبر هذا التصريح جاء بعد نشر نتائج التجارب الإكلينيكية للمرحلة الأولى والثانية، و تقدم المرحلة الثالثةفي دول مختلفة من ضمنها و ,Pro-vaccine
